  239.387500    34.512500      84001
  239.437500    34.487500      84002
  239.412500    34.487500      84003
  239.462500    34.462500      84004
  239.487500    34.437500      84005
  239.987500    34.412500      84006
  239.962500    34.412500      84007
  239.937500    34.412500      84008
  239.912500    34.412500      84009
  239.887500    34.412500      84010
  239.862500    34.412500      84011
  239.837500    34.412500      84012
  239.812500    34.412500      84013
  239.787500    34.412500      84014
  239.762500    34.412500      84015
  239.737500    34.412500      84016
  239.712500    34.412500      84017
  239.687500    34.412500      84018
  239.662500    34.412500      84019
  239.637500    34.412500      84020
  239.612500    34.412500      84021
  239.587500    34.412500      84022
  239.487500    34.412500      84023
  240.062500    34.387500      84024
  240.037500    34.387500      84025
  240.012500    34.387500      84026
  239.562500    34.387500      84027
  239.537500    34.387500      84028
  239.512500    34.387500      84029
  240.412500    34.362500      84030
  240.387500    34.362500      84031
  240.362500    34.362500      84032
  240.337500    34.362500      84033
  240.237500    34.362500      84034
  240.212500    34.362500      84035
  240.187500    34.362500      84036
  240.162500    34.362500      84037
  240.137500    34.362500      84038
  240.112500    34.362500      84039
  240.087500    34.362500      84040
  240.487500    34.337500      84041
  240.462500    34.337500      84042
  240.437500    34.337500      84043
  240.312500    34.337500      84044
  240.287500    34.337500      84045
  240.262500    34.337500      84046
  240.537500    34.312500      84047
  240.512500    34.312500      84048
  240.562500    34.287500      84049
  240.612500    34.262500      84050
  240.587500    34.262500      84051
  240.662500    34.237500      84052
  240.637500    34.237500      84053
  240.687500    34.212500      84054
  240.687500    34.187500      84055
  240.712500    34.162500      84056
  240.712500    34.137500      84057
  240.737500    34.112500      84058
  240.787500    34.087500      84059
  240.762500    34.087500      84060
  240.837500    34.062500      84061
  240.812500    34.062500      84062
  240.937500    34.037500      84063
  240.912500    34.037500      84064
  240.887500    34.037500      84065
  240.862500    34.037500      84066
  241.012500    34.012500      84067
  240.987500    34.012500      84068
  240.962500    34.012500      84069
  241.437500    33.987500      84070
  241.412500    33.987500      84071
  241.387500    33.987500      84072
  241.362500    33.987500      84073
  241.337500    33.987500      84074
  241.312500    33.987500      84075
  241.287500    33.987500      84076
  241.262500    33.987500      84077
  241.137500    33.987500      84078
  241.112500    33.987500      84079
  241.087500    33.987500      84080
  241.062500    33.987500      84081
  241.037500    33.987500      84082
  241.462500    33.962500      84083
  241.237500    33.962500      84084
  241.212500    33.962500      84085
  241.187500    33.962500      84086
  241.162500    33.962500      84087
  241.487500    33.937500      84088
  241.512500    33.912500      84089
  241.512500    33.887500      84090
  241.537500    33.862500      84091
  241.537500    33.837500      84092
  241.537500    33.812500      84093
  241.537500    33.787500      84094
  241.537500    33.762500      84095
  241.537500    33.737500      84096
  241.537500    33.712500      84097
  241.887500    33.687500      84098
  241.862500    33.687500      84099
  241.837500    33.687500      84100
  241.812500    33.687500      84101
  241.787500    33.687500      84102
  241.762500    33.687500      84103
  241.637500    33.687500      84104
  241.612500    33.687500      84105
  241.587500    33.687500      84106
  241.562500    33.687500      84107
  241.912500    33.662500      84108
  241.737500    33.662500      84109
  241.712500    33.662500      84110
  241.687500    33.662500      84111
  241.662500    33.662500      84112
  241.937500    33.637500      84113
  241.962500    33.612500      84114
  242.012500    33.587500      84115
  241.987500    33.587500      84116
  242.062500    33.562500      84117
  242.037500    33.562500      84118
  242.112500    33.537500      84119
  242.087500    33.537500      84120
  242.162500    33.512500      84121
  242.137500    33.512500      84122
  242.187500    33.487500      84123
  242.212500    33.462500      84124
  242.237500    33.437500      84125
  242.312500    33.412500      84126
  242.287500    33.412500      84127
  242.262500    33.412500      84128
  242.337500    33.387500      84129
  242.362500    33.362500      84130
  242.387500    33.337500      84131
  242.437500    33.312500      84132
  242.412500    33.312500      84133
  242.462500    33.287500      84134
  242.487500    33.262500      84135
  242.512500    33.237500      84136
  242.537500    33.212500      84137
  242.562500    33.187500      84138
  242.562500    33.162500      84139
  242.587500    33.137500      84140
  242.612500    33.112500      84141
  242.612500    33.087500      84142
  242.637500    33.062500      84143
  242.637500    33.037500      84144
  242.662500    33.012500      84145
  242.662500    32.987500      84146
  242.687500    32.962500      84147
  242.687500    32.937500      84148
  242.687500    32.912500      84149
  242.687500    32.887500      84150
  242.662500    32.862500      84151
  242.662500    32.837500      84152
  242.662500    32.812500      84153
  242.687500    32.787500      84154
  242.687500    32.762500      84155
  242.687500    32.737500      84156
  242.687500    32.712500      84157
  242.687500    32.687500      84158
  242.687500    32.662500      84159
  242.787500    32.637500      84160
  242.762500    32.637500      84161
  242.737500    32.637500      84162
  242.712500    32.637500      84163
  242.812500    32.612500      84164
  242.812500    32.587500      84165
  242.812500    32.562500      84166
  242.812500    32.537500      84167
  242.837500    32.512500      84168
  242.837500    32.487500      84169
  242.837500    32.462500      84170
  242.837500    32.437500      84171
  242.837500    32.412500      84172
  242.862500    32.387500      84173
  242.862500    32.362500      84174
  242.887500    32.337500      84175
  242.887500    32.312500      84176
  242.912500    32.287500      84177
  242.912500    32.262500      84178
  242.937500    32.237500      84179
