 -155.750000    18.750000 
 -155.666667    18.750000 
 -155.583333    18.750000 
 -155.916667    18.833333 
 -155.833333    18.833333 
 -155.500000    18.833333 
 -156.000000    18.916667 
 -155.416667    18.916667 
 -156.083333    19.000000 
 -155.416667    19.000000 
 -155.333333    19.000000 
 -156.083333    19.083333 
 -155.250000    19.083333 
 -155.166667    19.083333 
 -155.083333    19.083333 
 -156.083333    19.166667 
 -155.000000    19.166667 
 -154.916667    19.166667 
 -156.083333    19.250000 
 -154.833333    19.250000 
 -156.083333    19.333333 
 -154.750000    19.333333 
 -156.083333    19.416667 
 -154.666667    19.416667 
 -156.166667    19.500000 
 -154.666667    19.500000 
 -156.166667    19.583333 
 -154.666667    19.583333 
 -156.250000    19.666667 
 -154.750000    19.666667 
 -156.250000    19.750000 
 -154.833333    19.750000 
 -156.250000    19.833333 
 -154.833333    19.833333 
 -156.166667    19.916667 
 -154.916667    19.916667 
 -156.083333    20.000000 
 -155.000000    20.000000 
 -156.083333    20.083333 
 -155.083333    20.083333 
 -156.083333    20.166667 
 -155.250000    20.166667 
 -155.166667    20.166667 
 -156.083333    20.250000 
 -155.416667    20.250000 
 -155.333333    20.250000 
 -156.750000    20.333333 
 -156.666667    20.333333 
 -156.583333    20.333333 
 -156.500000    20.333333 
 -156.083333    20.333333 
 -155.583333    20.333333 
 -155.500000    20.333333 
 -156.833333    20.416667 
 -156.416667    20.416667 
 -156.333333    20.416667 
 -156.250000    20.416667 
 -156.166667    20.416667 
 -156.000000    20.416667 
 -155.916667    20.416667 
 -155.833333    20.416667 
 -155.750000    20.416667 
 -155.666667    20.416667 
 -156.833333    20.500000 
 -156.083333    20.500000 
 -156.000000    20.500000 
 -155.916667    20.500000 
 -157.083333    20.583333 
 -157.000000    20.583333 
 -156.916667    20.583333 
 -156.833333    20.583333 
 -155.833333    20.583333 
 -157.166667    20.666667 
 -155.833333    20.666667 
 -157.166667    20.750000 
 -155.833333    20.750000 
 -157.166667    20.833333 
 -155.833333    20.833333 
 -157.333333    20.916667 
 -157.250000    20.916667 
 -157.166667    20.916667 
 -155.916667    20.916667 
 -157.416667    21.000000 
 -156.083333    21.000000 
 -156.000000    21.000000 
 -157.916667    21.083333 
 -157.833333    21.083333 
 -157.750000    21.083333 
 -157.666667    21.083333 
 -157.416667    21.083333 
 -156.416667    21.083333 
 -156.333333    21.083333 
 -156.250000    21.083333 
 -156.166667    21.083333 
 -158.166667    21.166667 
 -158.083333    21.166667 
 -158.000000    21.166667 
 -157.583333    21.166667 
 -157.416667    21.166667 
 -156.583333    21.166667 
 -156.500000    21.166667 
 -158.250000    21.250000 
 -157.500000    21.250000 
 -157.416667    21.250000 
 -156.583333    21.250000 
 -158.333333    21.333333 
 -157.500000    21.333333 
 -157.333333    21.333333 
 -157.250000    21.333333 
 -157.166667    21.333333 
 -157.083333    21.333333 
 -157.000000    21.333333 
 -156.916667    21.333333 
 -156.833333    21.333333 
 -156.750000    21.333333 
 -156.666667    21.333333 
 -158.416667    21.416667 
 -157.500000    21.416667 
 -158.416667    21.500000 
 -157.583333    21.500000 
 -158.416667    21.583333 
 -157.666667    21.583333 
 -160.333333    21.666667 
 -160.250000    21.666667 
 -160.166667    21.666667 
 -160.083333    21.666667 
 -158.416667    21.666667 
 -157.750000    21.666667 
 -160.416667    21.750000 
 -160.000000    21.750000 
 -159.666667    21.750000 
 -159.583333    21.750000 
 -159.500000    21.750000 
 -159.416667    21.750000 
 -159.333333    21.750000 
 -158.333333    21.750000 
 -158.250000    21.750000 
 -157.750000    21.750000 
 -160.416667    21.833333 
 -159.916667    21.833333 
 -159.833333    21.833333 
 -159.750000    21.833333 
 -159.250000    21.833333 
 -158.166667    21.833333 
 -158.083333    21.833333 
 -158.000000    21.833333 
 -157.916667    21.833333 
 -157.833333    21.833333 
 -160.416667    21.916667 
 -159.916667    21.916667 
 -159.166667    21.916667 
 -160.333333    22.000000 
 -159.916667    22.000000 
 -159.166667    22.000000 
 -160.250000    22.083333 
 -159.916667    22.083333 
 -159.166667    22.083333 
 -160.166667    22.166667 
 -160.083333    22.166667 
 -160.000000    22.166667 
 -159.916667    22.166667 
 -159.166667    22.166667 
 -159.833333    22.250000 
 -159.166667    22.250000 
 -159.750000    22.333333 
 -159.250000    22.333333 
 -159.666667    22.416667 
 -159.583333    22.416667 
 -159.500000    22.416667 
 -159.416667    22.416667 
 -159.333333    22.416667 
