nan nan
-155.787903	18.999977
-155.786729	18.998217
-155.786143	18.99763
-155.785849	18.997044
-155.784969	18.996457
-155.784676	18.996457
-155.784383	18.996457
-155.783503	18.99587
-155.783209	18.995284
-155.782916	18.99499
-155.782622	18.994697
-155.782036	18.994697
-155.781742	18.994403
-155.781742	18.993817
-155.781449	18.99323
-155.779982	18.99235
-155.780569	18.992937
-155.779689	18.992057
-155.779396	18.99147
-155.777635	18.99147
-155.777342	18.99147
-155.776755	18.990883
-155.776169	18.990003
-155.775875	18.98971
-155.775582	18.990003
-155.774702	18.990003
-155.774409	18.990003
-155.774409	18.98971
-155.774409	18.989416
-155.774409	18.989123
-155.774115	18.988536
-155.773235	18.988243
-155.772648	18.988243
-155.772355	18.98795
-155.772062	18.987656
-155.771475	18.987363
-155.770888	18.987363
-155.770302	18.986776
-155.770008	18.986483
-155.769422	18.986483
-155.769422	18.986483
-155.768835	18.98619
-155.768248	18.985603
-155.767955	18.985309
-155.767661	18.985016
-155.767661	18.984723
-155.767368	18.984723
-155.766781	18.984723
-155.766195	18.984723
-155.765901	18.985016
-155.765901	18.984429
-155.765901	18.984136
-155.765901	18.983843
-155.765315	18.983256
-155.765021	18.982963
-155.765021	18.982963
-155.764435	18.983256
-155.764435	18.982963
-155.764141	18.980616
-155.762968	18.979149
-155.762381	18.978856
-155.761794	18.978269
-155.761208	18.977976
-155.757687	18.977976
-155.757394	18.977976
-155.756807	18.977389
-155.755634	18.976509
-155.755341	18.975922
-155.755047	18.975629
-155.75446	18.975629
-155.754167	18.975335
-155.753874	18.975042
-155.753287	18.974749
-155.752407	18.974749
-155.752114	18.974162
-155.751527	18.973869
-155.75094	18.973869
-155.750647	18.973869
-155.749767	18.973869
-155.749473	18.973575
-155.749473	18.973282
-155.74918	18.972989
-155.74742	18.973282
-155.746833	18.973282
-155.74654	18.972989
-155.745953	18.972402
-155.74566	18.972402
-155.745073	18.972109
-155.744486	18.971522
-155.7439	18.971522
-155.736859	18.971522
-155.736566	18.971228
-155.736273	18.970642
-155.735979	18.970642
-155.732752	18.970642
-155.732752	18.970348
-155.732752	18.970055
-155.732459	18.969762
-155.732166	18.969175
-155.731872	18.968882
-155.731579	18.968882
-155.731285	18.968882
-155.731285	18.968882
-155.730992	18.968882
-155.730699	18.968588
-155.730699	18.968588
-155.730405	18.968295
-155.729819	18.968002
-155.726298	18.968002
-155.726005	18.968295
-155.725418	18.967415
-155.724538	18.966535
-155.724538	18.965948
-155.724538	18.965655
-155.723658	18.964775
-155.722778	18.963895
-155.722778	18.963308
-155.722778	18.963015
-155.722191	18.962428
-155.721605	18.962134
-155.721311	18.962134
-155.720725	18.962134
-155.720138	18.961548
-155.719551	18.961254
-155.719258	18.961548
-155.718965	18.961841
-155.718378	18.962134
-155.718085	18.962428
-155.717498	18.962134
-155.717204	18.961841
-155.715738	18.960668
-155.715151	18.959788
-155.714858	18.958908
-155.714271	18.958614
-155.713684	18.958028
-155.713098	18.958028
-155.712217	18.958028
-155.711631	18.957147
-155.711044	18.956561
-155.710164	18.955974
-155.710164	18.955387
-155.709871	18.954801
-155.709871	18.954507
-155.709577	18.954214
-155.709284	18.953921
-155.709284	18.953921
-155.708991	18.952747
-155.709284	18.95216
-155.709284	18.951574
-155.709284	18.951574
-155.708991	18.95128
-155.708991	18.950987
-155.708991	18.950987
-155.708697	18.950694
-155.708404	18.950694
-155.707817	18.950694
-155.707524	18.950694
-155.706937	18.9504
-155.706937	18.950107
-155.706644	18.949814
-155.706057	18.949814
-155.705764	18.949814
-155.70547	18.94952
-155.704884	18.948934
-155.70459	18.94864
-155.704297	18.948347
-155.70371	18.948053
-155.70019	18.948053
-155.699603	18.94776
-155.699603	18.947467
-155.699016	18.947467
-155.698723	18.947467
-155.69843	18.947173
-155.69843	18.94688
-155.69843	18.946293
-155.696963	18.94512
-155.696376	18.944533
-155.695496	18.943947
-155.695203	18.943947
-155.694616	18.94336
-155.692856	18.941893
-155.692269	18.9416
-155.691976	18.9416
