nan nan
-120.625698	34.555259
-120.626198	34.556111
-120.627601	34.55668
-120.627999	34.557079
-120.6286	34.557312
-120.629301	34.558142
-120.630901	34.559192
-120.6314	34.55965
-120.6314	34.560791
-120.632198	34.56091
-120.632899	34.560393
-120.633399	34.560732
-120.633802	34.560328
-120.6346	34.560269
-120.634902	34.559879
-120.6357	34.55959
-120.635801	34.56004
-120.635402	34.56102
-120.635402	34.56147
-120.6363	34.562162
-120.637199	34.561809
-120.6384	34.562102
-120.639	34.562441
nan nan
-120.617498	34.552339
-120.619199	34.552458
-120.6199	34.552802
-120.621202	34.552802
-120.6221	34.553141
-120.622802	34.553659
-120.624099	34.554012
-120.624502	34.554681
-120.625103	34.55486
-120.625698	34.555259
nan nan
-120.617498	34.552339
-120.616802	34.552101
-120.615701	34.552059
-120.615	34.552119
-120.6144	34.552279
nan nan
-120.299002	34.468192
-120.298099	34.469219
-120.296101	34.469682
-120.293699	34.46992
-120.293002	34.469902
-120.291902	34.469682
-120.290802	34.469581
-120.290101	34.469512
-120.289198	34.469338
-120.288698	34.469118
-120.287901	34.469118
-120.283001	34.467752
-120.282002	34.46756
-120.281002	34.467349
-120.2796	34.467069
-120.278999	34.466932
-120.278399	34.466762
-120.277899	34.466519
-120.277299	34.46607
-120.276501	34.466189
-120.275901	34.466441
-120.2753	34.466638
-120.274498	34.466982
-120.273902	34.46723
-120.273302	34.467422
-120.272601	34.46766
-120.2715	34.467922
-120.270799	34.467922
-120.270199	34.467848
-120.269401	34.467789
-120.268599	34.46777
-120.267801	34.46772
-120.267201	34.46772
-120.266399	34.467702
-120.265798	34.46761
-120.265001	34.467518
-120.2644	34.467408
-120.2627	34.467298
-120.2622	34.46722
-120.2616	34.467
-120.2605	34.4669
-120.258102	34.466959
-120.257401	34.46695
-120.256301	34.466922
-120.2556	34.466959
-120.254399	34.467051
-120.253001	34.467101
-120.252102	34.46711
-120.251002	34.467101
-120.2502	34.46701
-120.249201	34.46701
-120.247899	34.467
-120.247203	34.46706
-120.246199	34.467211
-120.245598	34.467271
-120.244902	34.467541
-120.244301	34.467642
-120.243302	34.467711
-120.2425	34.46772
-120.241702	34.467651
-120.2409	34.467518
-120.2403	34.467459
-120.239502	34.46745
-120.2387	34.467372
-120.237902	34.46745
-120.236999	34.467871
-120.236101	34.46849
-120.235202	34.468861
-120.234501	34.469008
-120.233901	34.469081
-120.233199	34.469219
-120.232402	34.469379
-120.231398	34.469572
-120.230303	34.469709
-120.2294	34.469801
-120.228199	34.469829
-120.227002	34.469801
-120.2256	34.469801
-120.224701	34.469829
-120.223702	34.469861
-120.222698	34.469929
-120.221699	34.470049
-120.220801	34.470099
-120.219998	34.470099
-120.219302	34.47009
-120.217899	34.47009
-120.216799	34.47009
-120.216102	34.470039
-120.214901	34.470012
-120.213499	34.470099
-120.212701	34.470149
-120.211798	34.470172
-120.211102	34.47009
-120.2104	34.469939
-120.2098	34.469792
-120.208498	34.4697
-120.2076	34.469682
-120.206802	34.469741
-120.205798	34.469718
-120.204501	34.469682
